country_code_numeric,country_code,country,age_from,age_to,year,gender,value
894,ZMB,Zambia,0,0,2071,both,0.021434
894,ZMB,Zambia,0,0,2072,both,0.021237
894,ZMB,Zambia,0,0,2073,both,0.021042
894,ZMB,Zambia,0,0,2074,both,0.020851
894,ZMB,Zambia,0,0,2075,both,0.020663
894,ZMB,Zambia,0,0,2076,both,0.020479
894,ZMB,Zambia,0,0,2077,both,0.020299
894,ZMB,Zambia,0,0,2078,both,0.020123
894,ZMB,Zambia,0,0,2079,both,0.01995
894,ZMB,Zambia,0,0,2080,both,0.019779
894,ZMB,Zambia,0,0,2081,both,0.019609
894,ZMB,Zambia,0,0,2082,both,0.019439
894,ZMB,Zambia,0,0,2083,both,0.019268
894,ZMB,Zambia,0,0,2084,both,0.019097
894,ZMB,Zambia,0,0,2085,both,0.018926
894,ZMB,Zambia,0,0,2086,both,0.018755
894,ZMB,Zambia,0,0,2087,both,0.018584
894,ZMB,Zambia,0,0,2088,both,0.018416
894,ZMB,Zambia,0,0,2089,both,0.01825
894,ZMB,Zambia,0,0,2090,both,0.018086
894,ZMB,Zambia,0,0,2091,both,0.017925
894,ZMB,Zambia,0,0,2092,both,0.017766
894,ZMB,Zambia,0,0,2093,both,0.017609
894,ZMB,Zambia,0,0,2094,both,0.017454
894,ZMB,Zambia,0,0,2095,both,0.017302
894,ZMB,Zambia,0,0,2096,both,0.017151
894,ZMB,Zambia,0,0,2097,both,0.017002
894,ZMB,Zambia,0,0,2098,both,0.016855
894,ZMB,Zambia,0,0,2099,both,0.01671
