country_code_numeric,country_code,country,age_from,age_to,year,gender,value
894,ZMB,Zambia,0,0,2076,both,74.474
894,ZMB,Zambia,0,0,2077,both,74.619
894,ZMB,Zambia,0,0,2078,both,74.763
894,ZMB,Zambia,0,0,2079,both,74.908
894,ZMB,Zambia,0,0,2080,both,75.053
894,ZMB,Zambia,0,0,2081,both,75.197
894,ZMB,Zambia,0,0,2082,both,75.343
894,ZMB,Zambia,0,0,2083,both,75.488
894,ZMB,Zambia,0,0,2084,both,75.634
894,ZMB,Zambia,0,0,2085,both,75.78
894,ZMB,Zambia,0,0,2086,both,75.926
894,ZMB,Zambia,0,0,2087,both,76.073
894,ZMB,Zambia,0,0,2088,both,76.219
894,ZMB,Zambia,0,0,2089,both,76.365
894,ZMB,Zambia,0,0,2090,both,76.511
894,ZMB,Zambia,0,0,2091,both,76.657
894,ZMB,Zambia,0,0,2092,both,76.802
894,ZMB,Zambia,0,0,2093,both,76.947
894,ZMB,Zambia,0,0,2094,both,77.092
894,ZMB,Zambia,0,0,2095,both,77.236
894,ZMB,Zambia,0,0,2096,both,77.38
894,ZMB,Zambia,0,0,2097,both,77.523
894,ZMB,Zambia,0,0,2098,both,77.666
894,ZMB,Zambia,0,0,2099,both,77.808
